2.224675324675324440e+09;5.716120000000000090e-01;0.000000000000000000e+00;6.999999999999999683e-07
2.293606393606393814e+09;5.198819999999999553e-01;1.000000000000000000e+00;1.000010000000000066e-01
2.331968031968031883e+09;4.467999999999999750e-01;2.000000000000000000e+00;2.000207999999999986e-01
2.334965034965034962e+09;4.197049999999999947e-01;3.000000000000000000e+00;2.999939999999999829e-01
2.104195804195804119e+09;4.159490000000000132e-01;4.000000000000000000e+00;4.000000000000000222e-01
2.397302697302697182e+09;4.196540000000000270e-01;5.000000000000000000e+00;5.000000000000000000e-01
2.194705294705294609e+09;4.323790000000000133e-01;6.000000000000000000e+00;5.999999999999999778e-01
2.115584415584415674e+09;4.324410000000000198e-01;7.000000000000000000e+00;6.999980000000000091e-01
2.100599400599400520e+09;4.294879999999999809e-01;8.000000000000000000e+00;7.999979999999999869e-01
2.109590409590409517e+09;4.222199999999999842e-01;9.000000000000000000e+00;8.999979999999999647e-01
2.116783216783216715e+09;4.240979999999999750e-01;1.000000000000000000e+01;1.000000000000000000e+00
2.125774225774225712e+09;4.320370000000000044e-01;1.100000000000000000e+01;1.099998999999999949e+00
2.132967032967032909e+09;4.401079999999999992e-01;1.200000000000000000e+01;1.199999000000000038e+00
2.101798201798201799e+09;4.473429999999999906e-01;1.300000000000000000e+01;1.300000000000000044e+00
2.108991008991008997e+09;4.521029999999999771e-01;1.400000000000000000e+01;1.399998999999999993e+00
2.115884115884115934e+09;4.549170000000000158e-01;1.500000000000000000e+01;1.499997999999999942e+00
2.122477522477522373e+09;4.568949999999999956e-01;1.600000000000000000e+01;1.600001999999999924e+00
2.129070929070929050e+09;4.508469999999999978e-01;1.700000000000000000e+01;1.700002999999999931e+00
2.135064935064934969e+09;4.343429999999999791e-01;1.800000000000000000e+01;1.799997000000000069e+00
2.141058941058941126e+09;4.237750000000000128e-01;1.900000000000000000e+01;1.900001000000000051e+00
2.147352647352647305e+09;4.176529999999999965e-01;2.000000000000000000e+01;1.999999000000000082e+00
2.153046953046953201e+09;4.112529999999999797e-01;2.100000000000000000e+01;2.099998999999999949e+00
2.158741258741258621e+09;3.967990000000000128e-01;2.200000000000000000e+01;2.200000000000000178e+00
2.164435564435564518e+09;3.770629999999999815e-01;2.300000000000000000e+01;2.299999999999999822e+00
2.170129870129869938e+09;5.238639999999999963e-01;2.400000000000000000e+01;2.399999999999999911e+00
2.175524475524475574e+09;5.030139999999999612e-01;2.500000000000000000e+01;2.500000000000000000e+00
