2.344555444555444717e+09;5.749790000000000179e-01;0.000000000000000000e+00;1.199999999999999946e-06
2.272027972027972221e+09;5.211559999999999526e-01;1.000000000000000000e+00;1.000023000000000023e-01
2.373926073926074028e+09;4.426910000000000012e-01;2.000000000000000000e+00;2.000056000000000056e-01
2.183316683316683292e+09;4.158569999999999767e-01;3.000000000000000000e+00;2.999959999999999849e-01
2.372127872127871990e+09;4.128189999999999915e-01;4.000000000000000000e+00;3.999989999999999934e-01
2.339160839160839081e+09;4.065259999999999985e-01;5.000000000000000000e+00;4.999990000000000268e-01
2.228871128871129036e+09;4.221489999999999965e-01;6.000000000000000000e+00;6.000010000000000066e-01
2.107792207792207718e+09;4.293319999999999914e-01;7.000000000000000000e+00;7.000009999999999843e-01
2.100599400599400520e+09;4.280169999999999808e-01;8.000000000000000000e+00;8.000000000000000444e-01
2.108391608391608477e+09;4.224570000000000269e-01;9.000000000000000000e+00;9.000000000000000222e-01
2.117982017982017994e+09;4.277810000000000223e-01;1.000000000000000000e+01;1.000002000000000058e+00
2.126973026973026991e+09;4.295390000000000041e-01;1.100000000000000000e+01;1.100001000000000007e+00
2.134765234765234709e+09;4.376979999999999760e-01;1.200000000000000000e+01;1.199999999999999956e+00
2.102097902097902060e+09;4.482400000000000273e-01;1.300000000000000000e+01;1.299997999999999987e+00
2.109290709290709257e+09;4.566999999999999948e-01;1.400000000000000000e+01;1.399998999999999993e+00
2.115884115884115934e+09;4.589829999999999743e-01;1.500000000000000000e+01;1.499997999999999942e+00
2.122477522477522373e+09;4.665980000000000127e-01;1.600000000000000000e+01;1.600000000000000089e+00
2.128771228771228790e+09;4.564960000000000129e-01;1.700000000000000000e+01;1.700001000000000095e+00
2.135064935064934969e+09;4.370879999999999765e-01;1.800000000000000000e+01;1.800000999999999962e+00
2.141358641358641386e+09;4.267290000000000250e-01;1.900000000000000000e+01;1.900001000000000051e+00
2.147052947052947044e+09;4.225700000000000012e-01;2.000000000000000000e+01;1.999997999999999942e+00
2.153046953046953201e+09;4.672200000000000242e-01;2.100000000000000000e+01;2.099998999999999949e+00
2.158741258741258621e+09;4.455999999999999961e-01;2.200000000000000000e+01;2.200000000000000178e+00
2.164435564435564518e+09;3.531569999999999987e-01;2.300000000000000000e+01;2.299999999999999822e+00
2.170129870129869938e+09;3.704330000000000123e-01;2.400000000000000000e+01;2.399999999999999911e+00
2.175524475524475574e+09;3.852800000000000114e-01;2.500000000000000000e+01;2.500000000000000000e+00
2.180919080919080734e+09;3.712150000000000172e-01;2.600000000000000000e+01;2.600000000000000089e+00
2.186313686313686371e+09;3.737719999999999931e-01;2.700000000000000000e+01;2.700000000000000178e+00
2.191108891108891010e+09;3.619140000000000135e-01;2.800000000000000000e+01;2.799999999999999822e+00
2.196203796203796387e+09;3.596949999999999870e-01;2.900000000000000000e+01;2.899999999999999911e+00
2.201298701298701286e+09;3.579689999999999817e-01;3.000000000000000000e+01;3.000000000000000000e+00
2.206093906093905926e+09;3.578379999999999894e-01;3.100000000000000000e+01;3.100000000000000089e+00
2.210589410589410782e+09;3.687900000000000067e-01;3.200000000000000000e+01;3.200000000000000178e+00
2.215384615384615421e+09;3.696340000000000181e-01;3.300000000000000000e+01;3.299999999999999822e+00
2.219880119880119801e+09;3.841129999999999822e-01;3.400000000000000000e+01;3.399999999999999911e+00
2.224375624375624180e+09;4.048269999999999924e-01;3.500000000000000000e+01;3.500000000000000000e+00
2.228871128871129036e+09;4.330640000000000045e-01;3.600000000000000000e+01;3.600000000000000089e+00
2.233366633366633415e+09;4.634460000000000246e-01;3.700000000000000000e+01;3.700000000000000178e+00
2.237562437562437534e+09;5.054229999999999556e-01;3.800000000000000000e+01;3.799999999999999822e+00
2.241758241758241653e+09;5.483710000000000528e-01;3.900000000000000000e+01;3.899999999999999911e+00
2.245654345654345512e+09;5.898719999999999519e-01;4.000000000000000000e+01;3.999989999999999934e+00
2.249850149850149632e+09;6.245490000000000208e-01;4.100000000000000000e+01;4.099999999999999645e+00
2.253746253746253967e+09;6.495769999999999600e-01;4.200000000000000000e+01;4.200000000000000178e+00
2.257642357642357826e+09;6.644579999999999931e-01;4.300000000000000000e+01;4.299999999999999822e+00
2.261538461538461685e+09;6.717070000000000540e-01;4.400000000000000000e+01;4.400000000000000355e+00
2.265434565434565544e+09;6.798790000000000111e-01;4.500000000000000000e+01;4.500000000000000000e+00
2.269030969030969143e+09;6.869650000000000478e-01;4.600000000000000000e+01;4.599999999999999645e+00
2.272927072927073002e+09;6.996259999999999701e-01;4.700000000000000000e+01;4.700000000000000178e+00
2.276523476523476601e+09;7.218719999999999581e-01;4.800000000000000000e+01;4.799999999999999822e+00
2.280419580419580460e+09;7.509419999999999984e-01;4.900000000000000000e+01;4.900000000000000355e+00
2.284315684315684319e+09;7.886269999999999669e-01;5.000000000000000000e+01;4.999990000000000379e+00
2.287912087912087917e+09;8.312310000000000532e-01;5.100000000000000000e+01;5.099999999999999645e+00
2.291808191808191776e+09;8.455899999999999528e-01;5.200000000000000000e+01;5.200000000000000178e+00
2.295404595404595375e+09;7.901340000000000030e-01;5.300000000000000000e+01;5.299999999999999822e+00
2.299000999000998974e+09;6.844660000000000188e-01;5.400000000000000000e+01;5.400000000000000355e+00
