2.154545454545454502e+09;6.080510000000000081e-01;0.000000000000000000e+00;-1.349999999999999949e-05
2.299000999000998974e+09;5.843930000000000513e-01;1.000000000000000000e+00;9.999159999999999993e-02
2.374525474525474548e+09;5.671850000000000502e-01;2.000000000000000000e+00;1.999984999999999957e-01
2.125774225774225712e+09;5.453729999999999967e-01;3.000000000000000000e+00;3.000030000000000197e-01
2.332567432567432404e+09;5.357030000000000403e-01;4.000000000000000000e+00;3.999989999999999934e-01
2.107192807192807198e+09;5.335469999999999935e-01;5.000000000000000000e+00;5.000029999999999752e-01
2.322377622377622604e+09;5.156659999999999577e-01;6.000000000000000000e+00;5.999999999999999778e-01
2.100000000000000000e+09;4.730240000000000000e-01;7.000000000000000000e+00;7.000009999999999843e-01
2.102397602397602320e+09;4.371110000000000273e-01;8.000000000000000000e+00;7.999990000000000157e-01
2.109590409590409517e+09;4.136130000000000084e-01;9.000000000000000000e+00;8.999989999999999934e-01
2.120379620379620314e+09;4.084550000000000125e-01;1.000000000000000000e+01;1.000000000000000000e+00
2.126973026973026991e+09;4.068950000000000067e-01;1.100000000000000000e+01;1.099998999999999949e+00
2.100000000000000000e+09;4.013309999999999933e-01;1.200000000000000000e+01;1.199999999999999956e+00
2.102997002997003078e+09;4.005389999999999784e-01;1.300000000000000000e+01;1.299998999999999905e+00
2.109890109890109777e+09;3.961819999999999786e-01;1.400000000000000000e+01;1.399998999999999993e+00
2.116483516483516455e+09;3.956180000000000252e-01;1.500000000000000000e+01;1.499997999999999942e+00
2.122777222777222872e+09;3.981739999999999724e-01;1.600000000000000000e+01;1.599998999999999949e+00
2.129070929070929050e+09;4.018180000000000085e-01;1.700000000000000000e+01;1.699999000000000038e+00
2.135064935064934969e+09;4.087149999999999950e-01;1.800000000000000000e+01;1.800003000000000020e+00
2.141058941058941126e+09;4.169740000000000113e-01;1.900000000000000000e+01;1.900001999999999969e+00
2.147052947052947044e+09;4.209950000000000081e-01;2.000000000000000000e+01;1.999996000000000107e+00
